time	V(n002)	V(n003)
5.455650000000000e-02	-4.518844e-04	2.259425e+00
5.456000000000000e-02	-4.518211e-04	2.259108e+00
5.460000000000000e-02	-4.510985e-04	2.255495e+00
5.460138000000000e-02	-4.510736e-04	2.255371e+00
5.460321999999999e-02	1.270267e+00	2.255250e+00
5.460500000000000e-02	4.999549e+00	2.255222e+00
5.465500000000000e-02	4.999548e+00	2.260704e+00
5.465550000000000e-02	1.666215e+00	2.260659e+00
5.465650000000000e-02	-4.521132e-04	2.260568e+00
5.466000000000000e-02	-4.520499e-04	2.260252e+00
5.470000000000001e-02	-4.513269e-04	2.256637e+00
5.470138000000000e-02	-4.513020e-04	2.256512e+00
5.470322000000000e-02	1.270267e+00	2.256391e+00
5.470500000000000e-02	4.999549e+00	2.256363e+00
5.475500000000001e-02	4.999547e+00	2.261843e+00
5.475550000000001e-02	1.666214e+00	2.261798e+00
5.475650000000001e-02	-4.523410e-04	2.261708e+00
5.476000000000000e-02	-4.522777e-04	2.261391e+00
5.480000000000001e-02	-4.515543e-04	2.257774e+00
5.480138000000001e-02	-4.515294e-04	2.257649e+00
5.480322000000001e-02	1.270267e+00	2.257529e+00
5.480500000000000e-02	4.999548e+00	2.257500e+00
5.485500000000000e-02	4.999547e+00	2.262978e+00
5.485550000000000e-02	1.666214e+00	2.262933e+00
5.485650000000000e-02	-4.525680e-04	2.262842e+00
5.486000000000000e-02	-4.525046e-04	2.262525e+00
5.490000000000000e-02	-4.517809e-04	2.258907e+00
5.490138000000000e-02	-4.517559e-04	2.258782e+00
5.490322000000000e-02	1.270267e+00	2.258661e+00
5.490500000000000e-02	4.999548e+00	2.258633e+00
5.495500000000000e-02	4.999547e+00	2.264108e+00
5.495550000000000e-02	1.666214e+00	2.264063e+00
5.495650000000001e-02	-4.527940e-04	2.263973e+00
5.496000000000000e-02	-4.527306e-04	2.263655e+00
5.500000000000001e-02	-4.520065e-04	2.260035e+00
5.500138000000001e-02	-4.519815e-04	2.259910e+00
5.500322000000001e-02	1.270266e+00	2.259789e+00
5.500500000000000e-02	4.999548e+00	2.259761e+00
5.505500000000000e-02	4.999547e+00	2.265234e+00
5.505550000000000e-02	1.666214e+00	2.265189e+00
5.505650000000000e-02	-4.530191e-04	2.265098e+00
5.506000000000000e-02	-4.529557e-04	2.264781e+00
5.510000000000000e-02	-4.522312e-04	2.261159e+00
5.510138000000000e-02	-4.522063e-04	2.261034e+00
5.510321999999999e-02	1.270266e+00	2.260913e+00
5.510500000000000e-02	4.999548e+00	2.260884e+00
5.515500000000000e-02	4.999547e+00	2.266355e+00
5.515550000000000e-02	1.666213e+00	2.266310e+00
5.515650000000000e-02	-4.532433e-04	2.266219e+00
5.516000000000000e-02	-4.531798e-04	2.265902e+00
5.520000000000001e-02	-4.524551e-04	2.262278e+00
5.520138000000000e-02	-4.524301e-04	2.262153e+00
5.520322000000000e-02	1.270266e+00	2.262032e+00
5.520500000000000e-02	4.999547e+00	2.262003e+00
5.525500000000001e-02	4.999547e+00	2.267472e+00
5.525550000000001e-02	1.666213e+00	2.267426e+00
5.525650000000001e-02	-4.534667e-04	2.267336e+00
5.526000000000000e-02	-4.534032e-04	2.267018e+00
5.530000000000001e-02	-4.526780e-04	2.263392e+00
5.530138000000001e-02	-4.526530e-04	2.263268e+00
5.530322000000001e-02	1.270266e+00	2.263146e+00
5.530500000000000e-02	4.999547e+00	2.263118e+00
5.535500000000000e-02	4.999546e+00	2.268584e+00
5.535550000000000e-02	1.666213e+00	2.268539e+00
5.535650000000000e-02	-4.536891e-04	2.268448e+00
5.536000000000000e-02	-4.536256e-04	2.268130e+00
5.540000000000000e-02	-4.529000e-04	2.264503e+00
5.540138000000000e-02	-4.528750e-04	2.264378e+00
5.540322000000000e-02	1.270265e+00	2.264256e+00
5.540500000000000e-02	4.999547e+00	2.264228e+00
5.545500000000000e-02	4.999546e+00	2.269692e+00
5.545550000000000e-02	1.666213e+00	2.269647e+00
5.545650000000001e-02	-4.539106e-04	2.269556e+00
5.546000000000000e-02	-4.538471e-04	2.269238e+00
5.550000000000001e-02	-4.531212e-04	2.265609e+00
5.550138000000001e-02	-4.530962e-04	2.265483e+00
5.550322000000001e-02	1.270265e+00	2.265362e+00
5.550500000000000e-02	4.999547e+00	2.265333e+00
5.555500000000000e-02	4.999546e+00	2.270795e+00
5.555550000000000e-02	1.666213e+00	2.270750e+00
5.555650000000000e-02	-4.541313e-04	2.270659e+00
5.556000000000000e-02	-4.540677e-04	2.270341e+00
5.560000000000000e-02	-4.533415e-04	2.266710e+00
5.560138000000000e-02	-4.533165e-04	2.266585e+00
5.560321999999999e-02	1.270265e+00	2.266463e+00
5.560500000000000e-02	4.999547e+00	2.266434e+00
5.565500000000000e-02	4.999546e+00	2.271894e+00
5.565550000000000e-02	1.666212e+00	2.271849e+00
5.565650000000000e-02	-4.543511e-04	2.271758e+00
5.566000000000000e-02	-4.542875e-04	2.271440e+00
5.570000000000001e-02	-4.535609e-04	2.267807e+00
5.570138000000001e-02	-4.535358e-04	2.267682e+00
5.570322000000001e-02	1.270265e+00	2.267560e+00
5.570500000000000e-02	4.999547e+00	2.267531e+00
5.575500000000000e-02	4.999546e+00	2.272989e+00
5.575550000000000e-02	1.666212e+00	2.272943e+00
5.575650000000000e-02	-4.545700e-04	2.272852e+00
5.576000000000000e-02	-4.545063e-04	2.272534e+00
5.580000000000000e-02	-4.537794e-04	2.268900e+00
5.580138000000000e-02	-4.537544e-04	2.268774e+00
5.580321999999999e-02	1.270264e+00	2.268652e+00
5.580500000000000e-02	4.999546e+00	2.268624e+00
5.585500000000000e-02	4.999545e+00	2.274079e+00
5.585550000000000e-02	1.666212e+00	2.274034e+00
5.585650000000000e-02	-4.547880e-04	2.273943e+00
5.586000000000000e-02	-4.547244e-04	2.273624e+00
5.590000000000001e-02	-4.539971e-04	2.269988e+00
5.590138000000000e-02	-4.539720e-04	2.269863e+00
5.590322000000000e-02	1.270264e+00	2.269741e+00
5.590500000000000e-02	4.999546e+00	2.269712e+00
5.595500000000000e-02	4.999545e+00	2.275165e+00
5.595550000000001e-02	1.666212e+00	2.275120e+00
5.595650000000001e-02	-4.550052e-04	2.275028e+00
5.596000000000000e-02	-4.549415e-04	2.274710e+00
5.600000000000001e-02	-4.542138e-04	2.271072e+00
5.600138000000001e-02	-4.541888e-04	2.270947e+00
5.600322000000001e-02	1.270264e+00	2.270824e+00
5.600500000000000e-02	4.999546e+00	2.270795e+00
5.605500000000000e-02	4.999545e+00	2.276247e+00
5.605550000000000e-02	1.666211e+00	2.276201e+00
5.605650000000000e-02	-4.552215e-04	2.276110e+00
5.606000000000000e-02	-4.551577e-04	2.275791e+00
5.610000000000000e-02	-4.544298e-04	2.272151e+00
5.610138000000000e-02	-4.544047e-04	2.272026e+00
5.610322000000000e-02	1.270264e+00	2.271904e+00
5.610500000000000e-02	4.999546e+00	2.271875e+00
5.615500000000000e-02	4.999545e+00	2.277324e+00
5.615550000000000e-02	1.666211e+00	2.277278e+00
5.615650000000001e-02	-4.554369e-04	2.277187e+00
5.616000000000000e-02	-4.553731e-04	2.276868e+00
5.620000000000001e-02	-4.546448e-04	2.273227e+00
5.620138000000001e-02	-4.546197e-04	2.273101e+00
5.620322000000001e-02	1.270264e+00	2.272979e+00
5.620500000000000e-02	4.999546e+00	2.272950e+00
5.625500000000000e-02	4.999544e+00	2.278397e+00
5.625550000000000e-02	1.666211e+00	2.278351e+00
5.625650000000000e-02	-4.556515e-04	2.278260e+00
5.626000000000000e-02	-4.555877e-04	2.277941e+00
5.630000000000000e-02	-4.548590e-04	2.274298e+00
5.630138000000000e-02	-4.548339e-04	2.274172e+00
5.630321999999999e-02	1.270263e+00	2.274050e+00
5.630500000000000e-02	4.999545e+00	2.274021e+00
5.635500000000000e-02	4.999544e+00	2.279465e+00
5.635550000000000e-02	1.666211e+00	2.279420e+00
5.635650000000000e-02	-4.558652e-04	2.279329e+00
5.636000000000000e-02	-4.558014e-04	2.279009e+00
5.640000000000001e-02	-4.550724e-04	2.275364e+00
5.640138000000000e-02	-4.550472e-04	2.275239e+00
5.640322000000000e-02	1.270263e+00	2.275116e+00
5.640500000000000e-02	4.999545e+00	2.275087e+00
5.645500000000001e-02	4.999544e+00	2.280530e+00
5.645550000000001e-02	1.666211e+00	2.280484e+00
5.645650000000001e-02	-4.560781e-04	2.280393e+00
5.646000000000000e-02	-4.560142e-04	2.280073e+00
5.650000000000001e-02	-4.552849e-04	2.276427e+00
5.650138000000001e-02	-4.552597e-04	2.276301e+00
5.650322000000001e-02	1.270263e+00	2.276179e+00
5.650500000000000e-02	4.999545e+00	2.276149e+00
5.655500000000000e-02	4.999544e+00	2.281590e+00
5.655550000000000e-02	1.666210e+00	2.281544e+00
5.655650000000000e-02	-4.562901e-04	2.281453e+00
5.656000000000000e-02	-4.562262e-04	2.281133e+00
5.660000000000000e-02	-4.554965e-04	2.277485e+00
5.660138000000000e-02	-4.554713e-04	2.277359e+00
5.660322000000000e-02	1.270263e+00	2.277237e+00
5.660500000000000e-02	4.999545e+00	2.277207e+00
5.665500000000000e-02	4.999544e+00	2.282646e+00
5.665550000000000e-02	1.666210e+00	2.282600e+00
5.665650000000001e-02	-4.565012e-04	2.282509e+00
5.666000000000000e-02	-4.564373e-04	2.282189e+00
5.670000000000001e-02	-4.557073e-04	2.278539e+00
5.670138000000001e-02	-4.556821e-04	2.278413e+00
5.670322000000001e-02	1.270262e+00	2.278291e+00
5.670500000000000e-02	4.999544e+00	2.278261e+00
5.675500000000000e-02	4.999543e+00	2.283697e+00
5.675550000000000e-02	1.666210e+00	2.283652e+00
5.675650000000000e-02	-4.567115e-04	2.283560e+00
5.676000000000000e-02	-4.566476e-04	2.283241e+00
5.680000000000000e-02	-4.559172e-04	2.279589e+00
5.680138000000000e-02	-4.558921e-04	2.279463e+00
5.680321999999999e-02	1.270262e+00	2.279340e+00
5.680500000000000e-02	4.999544e+00	2.279311e+00
5.685500000000000e-02	4.999543e+00	2.284745e+00
5.685550000000000e-02	1.666210e+00	2.284699e+00
5.685650000000000e-02	-4.569210e-04	2.284608e+00
5.686000000000000e-02	-4.568570e-04	2.284288e+00
5.690000000000001e-02	-4.561263e-04	2.280634e+00
5.690138000000000e-02	-4.561012e-04	2.280508e+00
5.690322000000000e-02	1.270262e+00	2.280386e+00
5.690500000000000e-02	4.999544e+00	2.280356e+00
5.695500000000001e-02	4.999543e+00	2.285788e+00
5.695550000000001e-02	1.666209e+00	2.285742e+00
5.695650000000001e-02	-4.571297e-04	2.285651e+00
5.696000000000000e-02	-4.570656e-04	2.285331e+00
5.700000000000001e-02	-4.563346e-04	2.281676e+00
5.700138000000001e-02	-4.563094e-04	2.281550e+00
5.700322000000001e-02	1.270262e+00	2.281427e+00
5.700500000000000e-02	4.999544e+00	2.281397e+00
5.705500000000000e-02	4.999543e+00	2.286827e+00
5.705550000000000e-02	1.666209e+00	2.286781e+00
5.705650000000000e-02	-4.573375e-04	2.286690e+00
5.706000000000000e-02	-4.572734e-04	2.286370e+00
5.710000000000000e-02	-4.565421e-04	2.282713e+00
5.710138000000000e-02	-4.565169e-04	2.282587e+00
5.710322000000000e-02	1.270262e+00	2.282464e+00
5.710500000000000e-02	4.999544e+00	2.282434e+00
5.715500000000000e-02	4.999542e+00	2.287862e+00
5.715550000000000e-02	1.666209e+00	2.287816e+00
5.715650000000001e-02	-4.575445e-04	2.287725e+00
5.716000000000000e-02	-4.574804e-04	2.287405e+00
5.720000000000001e-02	-4.567487e-04	2.283746e+00
5.720138000000001e-02	-4.567235e-04	2.283620e+00
5.720322000000001e-02	1.270262e+00	2.283497e+00
5.720500000000000e-02	4.999543e+00	2.283467e+00
5.725500000000000e-02	4.999542e+00	2.288893e+00
5.725550000000000e-02	1.666209e+00	2.288847e+00
5.725650000000000e-02	-4.577506e-04	2.288756e+00
5.726000000000000e-02	-4.576865e-04	2.288435e+00
5.730000000000000e-02	-4.569545e-04	2.284775e+00
5.730138000000000e-02	-4.569293e-04	2.284649e+00
5.730321999999999e-02	1.270261e+00	2.284526e+00
5.730500000000000e-02	4.999543e+00	2.284496e+00
5.735500000000000e-02	4.999542e+00	2.289920e+00
5.735550000000000e-02	1.666209e+00	2.289874e+00
5.735650000000000e-02	-4.579559e-04	2.289782e+00
5.736000000000000e-02	-4.578918e-04	2.289462e+00
5.740000000000001e-02	-4.571595e-04	2.285800e+00
5.740138000000001e-02	-4.571342e-04	2.285674e+00
5.740322000000001e-02	1.270261e+00	2.285551e+00
5.740500000000000e-02	4.999543e+00	2.285521e+00
5.745500000000000e-02	4.999542e+00	2.290942e+00
5.745550000000000e-02	1.666209e+00	2.290896e+00
5.745650000000000e-02	-4.581604e-04	2.290805e+00
5.746000000000000e-02	-4.580963e-04	2.290484e+00
5.750000000000000e-02	-4.573636e-04	2.286821e+00
5.750138000000000e-02	-4.573384e-04	2.286694e+00
5.750321999999999e-02	1.270261e+00	2.286571e+00
5.750500000000000e-02	4.999543e+00	2.286541e+00
5.755500000000000e-02	4.999542e+00	2.291961e+00
5.755550000000000e-02	1.666208e+00	2.291915e+00
5.755650000000000e-02	-4.583641e-04	2.291823e+00
5.756000000000000e-02	-4.583000e-04	2.291502e+00
5.760000000000001e-02	-4.575670e-04	2.287837e+00
5.760138000000000e-02	-4.575417e-04	2.287711e+00
5.760322000000000e-02	1.270261e+00	2.287588e+00
5.760500000000000e-02	4.999543e+00	2.287558e+00
5.765500000000000e-02	4.999541e+00	2.292975e+00
5.765550000000001e-02	1.666208e+00	2.292929e+00
5.765650000000001e-02	-4.585670e-04	2.292838e+00
5.766000000000000e-02	-4.585028e-04	2.292516e+00
5.770000000000001e-02	-4.577695e-04	2.288850e+00
5.770138000000001e-02	-4.577442e-04	2.288723e+00
5.770322000000001e-02	1.270260e+00	2.288600e+00
5.770500000000000e-02	4.999542e+00	2.288570e+00
5.775500000000000e-02	4.999541e+00	2.293986e+00
5.775550000000000e-02	1.666208e+00	2.293940e+00
5.775650000000000e-02	-4.587691e-04	2.293848e+00
5.776000000000000e-02	-4.587048e-04	2.293527e+00
5.780000000000000e-02	-4.579712e-04	2.289859e+00
5.780138000000000e-02	-4.579459e-04	2.289732e+00
5.780322000000000e-02	1.270260e+00	2.289609e+00
5.780500000000000e-02	4.999542e+00	2.289578e+00
5.785500000000000e-02	4.999541e+00	2.294992e+00
5.785550000000000e-02	1.666208e+00	2.294946e+00
5.785650000000001e-02	-4.589703e-04	2.294854e+00
5.786000000000000e-02	-4.589061e-04	2.294533e+00
5.786060000000000e-02	-4.588951e-04	2.294478e+00
5.790000000000001e-02	-4.581721e-04	2.290863e+00
5.790138000000001e-02	-4.581468e-04	2.290737e+00
5.790322000000001e-02	1.270260e+00	2.290613e+00
5.790500000000000e-02	4.999542e+00	2.290583e+00
5.795500000000000e-02	4.999541e+00	2.295994e+00
5.795550000000000e-02	1.666207e+00	2.295949e+00
5.795650000000000e-02	-4.591708e-04	2.295856e+00
5.796000000000000e-02	-4.591065e-04	2.295535e+00
5.800000000000000e-02	-4.583722e-04	2.291864e+00
5.800138000000000e-02	-4.583469e-04	2.291737e+00
5.800321999999999e-02	1.270260e+00	2.291614e+00
5.800500000000000e-02	4.999542e+00	2.291583e+00
5.805500000000000e-02	4.999541e+00	2.296993e+00
5.805550000000000e-02	1.666207e+00	2.296947e+00
5.805650000000000e-02	-4.593705e-04	2.296855e+00
5.806000000000000e-02	-4.593061e-04	2.296533e+00
5.810000000000001e-02	-4.585715e-04	2.292860e+00
5.810138000000000e-02	-4.585462e-04	2.292734e+00
5.810322000000000e-02	1.270260e+00	2.292610e+00
5.810500000000000e-02	4.999541e+00	2.292579e+00
5.815500000000001e-02	4.999540e+00	2.297987e+00
5.815550000000001e-02	1.666207e+00	2.297941e+00
5.815650000000001e-02	-4.595693e-04	2.297849e+00
5.816000000000000e-02	-4.595050e-04	2.297527e+00
5.820000000000001e-02	-4.587701e-04	2.293853e+00
5.820138000000001e-02	-4.587447e-04	2.293726e+00
5.820322000000001e-02	1.270259e+00	2.293602e+00
5.820500000000000e-02	4.999541e+00	2.293572e+00
5.825500000000000e-02	4.999540e+00	2.298977e+00
5.825550000000000e-02	1.666207e+00	2.298932e+00
5.825650000000000e-02	-4.597674e-04	2.298840e+00
5.826000000000000e-02	-4.597030e-04	2.298517e+00
5.830000000000000e-02	-4.589678e-04	2.294841e+00
5.830138000000000e-02	-4.589424e-04	2.294715e+00
5.830322000000000e-02	1.270259e+00	2.294591e+00
5.830500000000000e-02	4.999541e+00	2.294560e+00
5.835500000000000e-02	4.999540e+00	2.299964e+00
5.835550000000000e-02	1.666207e+00	2.299918e+00
5.835650000000001e-02	-4.599647e-04	2.299826e+00
5.836000000000000e-02	-4.599003e-04	2.299504e+00
5.840000000000001e-02	-4.591647e-04	2.295826e+00
5.840138000000001e-02	-4.591394e-04	2.295699e+00
5.840322000000001e-02	1.270259e+00	2.295576e+00
5.840500000000000e-02	4.999541e+00	2.295545e+00
5.845500000000000e-02	4.999540e+00	2.300946e+00
5.845550000000000e-02	1.666206e+00	2.300900e+00
5.845650000000000e-02	-4.601612e-04	2.300808e+00
5.846000000000000e-02	-4.600967e-04	2.300486e+00
5.850000000000000e-02	-4.593609e-04	2.296807e+00
5.850138000000000e-02	-4.593355e-04	2.296680e+00
5.850321999999999e-02	1.270259e+00	2.296556e+00
5.850500000000000e-02	4.999541e+00	2.296525e+00
5.855500000000000e-02	4.999540e+00	2.301925e+00
5.855550000000000e-02	1.666206e+00	2.301879e+00
5.855650000000000e-02	-4.603569e-04	2.301787e+00
5.856000000000000e-02	-4.602924e-04	2.301465e+00
5.860000000000001e-02	-4.595562e-04	2.297784e+00
5.860138000000000e-02	-4.595309e-04	2.297657e+00
5.860322000000000e-02	1.270259e+00	2.297533e+00
5.860500000000000e-02	4.999540e+00	2.297502e+00
5.865500000000001e-02	4.999539e+00	2.302900e+00
5.865550000000001e-02	1.666206e+00	2.302854e+00
5.865650000000001e-02	-4.605518e-04	2.302761e+00
5.866000000000000e-02	-4.604873e-04	2.302439e+00
5.870000000000001e-02	-4.597508e-04	2.298757e+00
5.870138000000001e-02	-4.597254e-04	2.298630e+00
5.870322000000001e-02	1.270259e+00	2.298506e+00
5.870500000000000e-02	4.999540e+00	2.298475e+00
5.875500000000000e-02	4.999539e+00	2.303870e+00
5.875550000000000e-02	1.666206e+00	2.303824e+00
5.875650000000000e-02	-4.607459e-04	2.303732e+00
5.876000000000000e-02	-4.606814e-04	2.303410e+00
5.880000000000001e-02	-4.599446e-04	2.299726e+00
5.880138000000000e-02	-4.599192e-04	2.299598e+00
5.880322000000000e-02	1.270258e+00	2.299474e+00
5.880500000000000e-02	4.999540e+00	2.299443e+00
5.885500000000000e-02	4.999539e+00	2.304837e+00
5.885550000000001e-02	1.666206e+00	2.304791e+00
5.885650000000001e-02	-4.609393e-04	2.304699e+00
5.886000000000000e-02	-4.608748e-04	2.304376e+00
5.890000000000001e-02	-4.601376e-04	2.300691e+00
5.890138000000001e-02	-4.601122e-04	2.300564e+00
5.890322000000001e-02	1.270258e+00	2.300440e+00
5.890500000000000e-02	4.999540e+00	2.300408e+00
5.895500000000000e-02	4.999539e+00	2.305800e+00
5.895550000000000e-02	1.666206e+00	2.305754e+00
5.895650000000000e-02	-4.611319e-04	2.305662e+00
5.896000000000000e-02	-4.610673e-04	2.305339e+00
5.900000000000000e-02	-4.603299e-04	2.301652e+00
5.900138000000000e-02	-4.603045e-04	2.301525e+00
5.900322000000000e-02	1.270258e+00	2.301401e+00
5.900500000000000e-02	4.999540e+00	2.301369e+00
5.905500000000000e-02	4.999538e+00	2.306760e+00
5.905550000000000e-02	1.666205e+00	2.306713e+00
5.905650000000000e-02	-4.613237e-04	2.306621e+00
5.906000000000000e-02	-4.612591e-04	2.306298e+00
5.910000000000001e-02	-4.605214e-04	2.302609e+00
5.910138000000001e-02	-4.604960e-04	2.302482e+00
5.910322000000001e-02	1.270258e+00	2.302358e+00
5.910500000000000e-02	4.999539e+00	2.302327e+00
5.915500000000000e-02	4.999538e+00	2.307715e+00
5.915550000000000e-02	1.666205e+00	2.307669e+00
5.915650000000000e-02	-4.615148e-04	2.307576e+00
5.916000000000000e-02	-4.614501e-04	2.307253e+00
5.920000000000000e-02	-4.607121e-04	2.303563e+00
5.920138000000000e-02	-4.606867e-04	2.303436e+00
5.920321999999999e-02	1.270258e+00	2.303312e+00
5.920500000000000e-02	4.999539e+00	2.303280e+00
5.925500000000000e-02	4.999538e+00	2.308666e+00
5.925550000000000e-02	1.666205e+00	2.308620e+00
5.925650000000000e-02	-4.617051e-04	2.308528e+00
5.926000000000000e-02	-4.616404e-04	2.308205e+00
5.930000000000001e-02	-4.609021e-04	2.304513e+00
5.930138000000000e-02	-4.608766e-04	2.304386e+00
5.930322000000000e-02	1.270257e+00	2.304261e+00
5.930500000000000e-02	4.999539e+00	2.304230e+00
5.935500000000000e-02	4.999538e+00	2.309614e+00
5.935550000000001e-02	1.666205e+00	2.309568e+00
5.935650000000001e-02	-4.618946e-04	2.309476e+00
5.936000000000000e-02	-4.618299e-04	2.309152e+00
5.940000000000001e-02	-4.610913e-04	2.305459e+00
5.940138000000001e-02	-4.610658e-04	2.305332e+00
5.940322000000001e-02	1.270257e+00	2.305207e+00
5.940500000000000e-02	4.999539e+00	2.305176e+00
5.945500000000000e-02	4.999538e+00	2.310558e+00
5.945550000000000e-02	1.666205e+00	2.310512e+00
5.945650000000000e-02	-4.620834e-04	2.310420e+00
5.946000000000000e-02	-4.620187e-04	2.310096e+00
5.950000000000000e-02	-4.612797e-04	2.306401e+00
5.950138000000000e-02	-4.612543e-04	2.306274e+00
5.950322000000000e-02	1.270257e+00	2.306149e+00
5.950500000000000e-02	4.999539e+00	2.306118e+00
5.955500000000000e-02	4.999537e+00	2.311498e+00
5.955550000000000e-02	1.666204e+00	2.311452e+00
5.955650000000001e-02	-4.622714e-04	2.311360e+00
5.956000000000000e-02	-4.622067e-04	2.311036e+00
5.960000000000001e-02	-4.614675e-04	2.307340e+00
5.960138000000001e-02	-4.614420e-04	2.307212e+00
5.960322000000001e-02	1.270257e+00	2.307088e+00
5.960500000000000e-02	4.999538e+00	2.307056e+00
5.965500000000000e-02	4.999537e+00	2.312435e+00
5.965550000000000e-02	1.666204e+00	2.312388e+00
5.965650000000000e-02	-4.624587e-04	2.312296e+00
5.966000000000000e-02	-4.623939e-04	2.311972e+00
5.970000000000000e-02	-4.616544e-04	2.308275e+00
5.970138000000000e-02	-4.616289e-04	2.308147e+00
5.970321999999999e-02	1.270257e+00	2.308022e+00
5.970500000000000e-02	4.999538e+00	2.307991e+00
5.975500000000000e-02	4.999537e+00	2.313367e+00
5.975550000000000e-02	1.666204e+00	2.313321e+00
5.975650000000000e-02	-4.626452e-04	2.313229e+00
5.976000000000000e-02	-4.625804e-04	2.312905e+00
5.980000000000001e-02	-4.618406e-04	2.309206e+00
5.980138000000000e-02	-4.618151e-04	2.309078e+00
5.980322000000000e-02	1.270257e+00	2.308953e+00
5.980500000000000e-02	4.999538e+00	2.308922e+00
5.985500000000001e-02	4.999537e+00	2.314296e+00
5.985550000000001e-02	1.666204e+00	2.314250e+00
5.985650000000001e-02	-4.628310e-04	2.314157e+00
5.986000000000000e-02	-4.627662e-04	2.313833e+00
5.990000000000001e-02	-4.620260e-04	2.310133e+00
5.990138000000001e-02	-4.620005e-04	2.310005e+00
5.990322000000001e-02	1.270256e+00	2.309880e+00
5.990500000000000e-02	4.999538e+00	2.309849e+00
5.995500000000000e-02	4.999537e+00	2.315222e+00
5.995550000000000e-02	1.666204e+00	2.315175e+00
5.995650000000000e-02	-4.630160e-04	2.315083e+00
5.996000000000000e-02	-4.629512e-04	2.314759e+00
6.000000000000000e-02	-4.622108e-04	2.311056e+00
6.000138000000000e-02	-4.621852e-04	2.310929e+00
6.000322000000000e-02	1.270256e+00	2.310804e+00
6.000500000000000e-02	4.999538e+00	2.310772e+00
6.005500000000000e-02	4.999537e+00	2.316143e+00
6.005550000000000e-02	1.666203e+00	2.316097e+00
6.005650000000001e-02	-4.632004e-04	2.316004e+00
6.006000000000000e-02	-4.631355e-04	2.315680e+00
6.010000000000001e-02	-4.623948e-04	2.311976e+00
6.010138000000001e-02	-4.623692e-04	2.311849e+00
6.010322000000001e-02	1.270256e+00	2.311724e+00
6.010500000000000e-02	4.999537e+00	2.311692e+00
6.015500000000000e-02	4.999537e+00	2.317061e+00
6.015550000000000e-02	1.666203e+00	2.317015e+00
6.015650000000000e-02	-4.633839e-04	2.316922e+00
6.016000000000000e-02	-4.633190e-04	2.316597e+00
6.020000000000000e-02	-4.625780e-04	2.312892e+00
6.020138000000000e-02	-4.625524e-04	2.312765e+00
6.020321999999999e-02	1.270256e+00	2.312640e+00
6.020500000000000e-02	4.999537e+00	2.312608e+00
6.025500000000000e-02	4.999537e+00	2.317975e+00
6.025550000000000e-02	1.666203e+00	2.317929e+00
6.025650000000000e-02	-4.635667e-04	2.317836e+00
6.026000000000000e-02	-4.635018e-04	2.317512e+00
6.030000000000001e-02	-4.627605e-04	2.313805e+00
6.030138000000001e-02	-4.627350e-04	2.313677e+00
6.030322000000001e-02	1.270256e+00	2.313552e+00
6.030500000000000e-02	4.999537e+00	2.313520e+00
6.035500000000000e-02	4.999536e+00	2.318886e+00
6.035550000000000e-02	1.666203e+00	2.318840e+00
6.035650000000000e-02	-4.637488e-04	2.318747e+00
6.036000000000000e-02	-4.636839e-04	2.318422e+00
6.040000000000000e-02	-4.629423e-04	2.314714e+00
6.040138000000000e-02	-4.629167e-04	2.314586e+00
6.040321999999999e-02	1.270255e+00	2.314461e+00
6.040500000000000e-02	4.999537e+00	2.314429e+00
6.045500000000000e-02	4.999536e+00	2.319793e+00
6.045550000000000e-02	1.666203e+00	2.319746e+00
6.045650000000000e-02	-4.639302e-04	2.319654e+00
6.046000000000000e-02	-4.638652e-04	2.319329e+00
6.050000000000001e-02	-4.631233e-04	2.315619e+00
6.050138000000000e-02	-4.630978e-04	2.315491e+00
6.050322000000000e-02	1.270255e+00	2.315366e+00
6.050500000000000e-02	4.999537e+00	2.315334e+00
6.055500000000000e-02	4.999536e+00	2.320696e+00
6.055550000000001e-02	1.666203e+00	2.320650e+00
6.055650000000001e-02	-4.641109e-04	2.320557e+00
6.056000000000000e-02	-4.640459e-04	2.320232e+00
6.060000000000001e-02	-4.633037e-04	2.316521e+00
6.060138000000001e-02	-4.632781e-04	2.316393e+00
6.060322000000001e-02	1.270255e+00	2.316268e+00
6.060500000000000e-02	4.999537e+00	2.316236e+00
6.065500000000000e-02	4.999536e+00	2.321596e+00
6.065550000000000e-02	1.666202e+00	2.321549e+00
6.065650000000000e-02	-4.642908e-04	2.321456e+00
6.066000000000000e-02	-4.642258e-04	2.321131e+00
6.070000000000000e-02	-4.634833e-04	2.317419e+00
6.070138000000000e-02	-4.634577e-04	2.317291e+00
6.070322000000000e-02	1.270255e+00	2.317166e+00
6.070500000000000e-02	4.999537e+00	2.317133e+00
6.075500000000000e-02	4.999536e+00	2.322492e+00
6.075550000000000e-02	1.666202e+00	2.322445e+00
6.075650000000000e-02	-4.644700e-04	2.322353e+00
6.076000000000000e-02	-4.644050e-04	2.322027e+00
6.080000000000001e-02	-4.636622e-04	2.318314e+00
6.080138000000001e-02	-4.636366e-04	2.318186e+00
6.080322000000001e-02	1.270255e+00	2.318060e+00
6.080500000000000e-02	4.999537e+00	2.318028e+00
6.085500000000000e-02	4.999536e+00	2.323385e+00
6.085550000000000e-02	1.666202e+00	2.323338e+00
6.085650000000000e-02	-4.646485e-04	2.323245e+00
6.086000000000000e-02	-4.645834e-04	2.322920e+00
6.090000000000000e-02	-4.638404e-04	2.319205e+00
